time,open,high,low,close,Volume,Volume MA,Volume,Volume MA,RSI,OnBalanceVolume,Accumulation/Distribution,Accumulation/Distribution,OnBalanceVolume,ADX,Aroon Up,Aroon Down,Histogram,MACD,Signal,RSI,%K,%D
2014-10-27T00:00:00Z,355.19,358.65,316.61,324.36,70289.29106021,75424.46455301053,70289.29106021,75424.46455301053,33.98957797325615,558844.2522338704,1611928.7408248377,1611928.7408248377,558844.2522338704,26.59003267004474,0,71.42857142857143,-19.74998624649846,-55.22669392029826,-35.4767076737998,33.98957797325615,14.858518964479233,23.002957777762276
2014-11-03T00:00:00Z,324.23,366.35,320,364.77,75958,77148.56455301054,75958,77148.56455301054,39.40990730350153,634802.2522338704,1682708.1587320652,1682708.1587320652,634802.2522338704,27.859297368433207,0,64.28571428571429,-15.542774873500505,-54.905176265675436,-39.36240139217493,39.40990730350153,27.878881987577635,21.81709399062898
2014-11-10T00:00:00Z,365.37,453.92,357.3,389.86,166440,83525.21455301053,166440,83525.21455301053,42.56344510891367,801242.2522338704,1628445.4801976003,1628445.4801976003,801242.2522338704,27.316064798473892,0,57.142857142857146,-10.130953664990798,-52.026093473413425,-41.89513980842263,42.56344510891367,36.34925155859363,26.36221750355018
2014-11-17T00:00:00Z,389.86,415,342.05,367.17,94594,85812.91455301053,94594,85812.91455301053,40.51002660513454,706648.2522338704,1598997.505694516,1598997.505694516,706648.2522338704,26.98460084867504,0,50,-7.273920443637699,-50.98754036296975,-43.713619919332054,40.51002660513454,35.56764683182836,33.265260125999895
2014-11-24T00:00:00Z,367.17,395.11,358,377.01,78335,88340.71455301053,78335,88340.71455301053,41.82087707531293,784983.2522338704,1600918.4124581914,1600918.4124581914,784983.2522338704,26.676812895290386,0,42.857142857142854,-4.075381900610701,-48.80784729509543,-44.73246539448473,41.82087707531293,41.118142609536854,37.678346999986296
2014-12-01T00:00:00Z,376.09,383,360,377.26,47592,89520.86455301053,47592,89520.86455301053,41.85593162475153,832575.2522338704,1624755.7968060174,1624755.7968060174,832575.2522338704,26.39100979571893,0,35.714285714285715,-1.4331898900707571,-46.523952757073175,-45.09076286700242,41.85593162475153,46.06306306306306,40.916284168142774
2014-12-08T00:00:00Z,376.03,377.26,339.8,356.52,72326,91455.41455301053,72326,91455.41455301053,39.71788692141467,760249.2522338704,1616994.1705379982,1616994.1705379982,760249.2522338704,26.3898122750302,0,28.571428571428573,-0.6144794129468139,-45.85886213318594,-45.24438272023912,39.71788692141467,37.56682027649769,41.58267531636588
2014-12-15T00:00:00Z,357.3,357.3,304.99,320.01,103910,94026.61455301053,103910,94026.61455301053,36.211248171235674,656339.2522338704,1572756.4397025937,1572756.4397025937,656339.2522338704,26.817478116240657,0,21.428571428571427,-1.9866140258521199,-47.72765025255427,-45.74103622670215,36.211248171235674,21.996872251001854,35.20891853018755
2014-12-22T00:00:00Z,320.88,338.99,311.22,317.64,48463.981070580005,94790.46360653953,48463.981070580005,94790.46360653953,35.98912321493668,607875.2711632905,1546700.7235562573,1546700.7235562573,607875.2711632905,27.214596397364648,0,14.285714285714286,-2.476735395761068,-48.836955471403485,-46.36022007564242,35.98912321493668,23.831880169908327,27.798524232469305
2014-12-29T00:00:00Z,317.64,321,255,264,91898.86458617999,94438.30683584853,91898.86458617999,94438.30683584853,31.30814796612522,515976.4065771105,1479865.1856753991,1479865.1856753991,515976.4065771105,28.22327499428226,50,100,-5.6546216232707565,-53.428497104730866,-47.77387548146011,31.30814796612522,4.524431932435149,16.784394784448455
2015-01-05T00:00:00Z,264.55,305,262.08,266.39,61650.24748559,92530.01921012803,61650.24748559,92530.01921012803,31.73419944895224,577626.6540627006,1430596.6980529448,1430596.6980529448,577626.6540627006,29.159905119991475,42.857142857142854,92.85714285714286,-6.761965015416841,-56.22633175073116,-49.46436673531432,31.73419944895224,5.725919967826255,11.360744023389925
2015-01-12T00:00:00Z,266.34,272.43,152.4,211.85,350581,107547.41921012802,350581,107547.41921012802,27.536867590126377,227045.65406270057,1427296.2187561023,1427296.2187561023,227045.65406270057,30.996019241193117,35.714285714285715,100,-10.131211216087713,-62.12838075542396,-51.99716953933625,27.536867590126377,19.716768373573892,9.989040091278445
2015-01-19T00:00:00Z,211.8,257,201.98,255.31,133039,112069.31921012801,133039,112069.31921012801,34.92323625197308,360084.6540627006,1552162.33943949,1552162.33943949,360084.6540627006,32.70098235373751,28.571428571428573,92.85714285714286,-8.464330689722154,-62.57758290148894,-54.113252211766785,34.92323625197308,34.130405943221014,19.857698094873733
2015-01-26T00:00:00Z,254.67,309.9,208.48,226.93,188904,118579.16921012802,188904,118579.16921012802,32.58725673162297,171180.65406270057,1431987.9548999516,1431987.9548999516,171180.65406270057,33.02019376524554,21.428571428571427,85.71428571428571,-8.293653175280681,-64.48031868086764,-56.18666550558696,32.58725673162297,24.718094985407273,26.18842310073407
2015-02-02T00:00:00Z,226.93,244.39,210.43,223.88,95147,117821.51921012803,95147,117821.51921012803,32.33691956811195,76033.65406270057,1412207.6892933557,1412207.6892933557,76033.65406270057,33.316604361645844,14.285714285714286,78.57142857142857,-7.434309582060827,-65.47955248316299,-58.045242901102164,32.33691956811195,23.706553462456885,27.51835146369507
2015-02-09T00:00:00Z,223.92,267.92,215,235.63,114347,118631.56921012801,114347,118631.56921012801,34.426824128829125,190380.65406270057,1387013.320056772,1387013.320056772,190380.65406270057,33.04645816845251,7.142857142857143,71.42857142857143,-5.226925923651088,-64.57890030566602,-59.35197438201494,34.426824128829125,27.603475723003445,25.342708056955882
2015-02-16T00:00:00Z,235.61,249.32,229.2,236.5,66883,113544.51921012803,66883,113544.51921012803,34.587925294031294,257263.65406270057,1368663.7097188,1368663.7097188,257263.65406270057,32.79560813191584,0,64.28571428571429,-2.9727545280164094,-63.067917542035445,-60.095163014019036,34.587925294031294,32.02589489718202,27.778641360880798
2015-02-23T00:00:00Z,236.46,260.25,232.05,258.34,58091.19334239,105770.62887724752,58091.19334239,105770.62887724752,38.661922159662694,315354.8474050906,1418885.8123318306,1418885.8123318306,315354.8474050906,32.29329602689525,0,57.142857142857146,0.5376070446331269,-59.42315420822763,-59.960761252860756,38.661922159662694,43.648798978204425,34.42605653279664
2015-03-02T00:00:00Z,257.95,284.95,255.61,275,81515,104174.92887724753,81515,104174.92887724753,41.6475057650506,396869.8474050906,1445112.860729922,1445112.860729922,396869.8474050906,31.232483343526248,0,50,4.319504515775023,-54.561380608141974,-58.880885123917,41.6475057650506,53.165654813529926,42.94678289630548
2015-03-09T00:00:00Z,275,297.95,274.17,286.75,56964,102846.42887724753,56964,102846.42887724753,43.727872786584115,453833.8474050906,1448418.593278282,1448418.593278282,453833.8474050906,29.9442108666746,0,42.857142857142854,7.750152358958772,-49.193194675218535,-56.94334703417731,43.727872786584115,59.748287823534646,52.18758053842301
2015-03-16T00:00:00Z,286.79,294.26,249,267.74,65585,102611.21432423702,65585,102611.21432423702,41.17049128580301,388248.8474050906,1437144.8128982557,1437144.8128982557,388248.8474050906,29.18252277613234,0,35.714285714285715,8.800108007405889,-45.943212024919944,-54.74332003232583,41.17049128580301,56.29087359687652,56.40160541131371
